UDG ID,log_10(M*),log_10(Mgas),log_10(Mbary),log_10(Mdyn),Mg,Tidal index Θ,log_10(M*/Mgas),log_10(M*/Mdyn),log_10(Mbary/Mdyn),AM star,AM DM,β_*,σ_z/σ_r,σ_θ/σ_r,class
733868,8.425289616,9.736424799,9.757138193,10.91748231,-16.821,-1.668796869,-1.311135183,-2.492192694,-1.160344117,23.66921058,328.7750032,-0.08081807075,0.7442896789,0.8041530688,3
734691,8.454498395,9.832041454,9.849877263,10.79474176,-16.3267,-0.06546640804,-1.377543059,-2.340243367,-0.9448644981,13.82167511,307.6434015,0.07546413098,0.817945972,1.105969039,3
736231,8.535110631,9.888497003,9.907331187,10.88275628,-16.7539,0.1711418391,-1.353386372,-2.347645646,-0.9754250894,42.60836367,384.9505629,0.1987384103,0.8139534492,0.9476914638,3
736805,8.714446454,9.756236184,9.793991672,10.87546748,-16.8754,-1.462095666,-1.04178973,-2.16102103,-1.081475812,49.13464866,181.8982379,-0.03233628311,0.5827801458,0.8301603185,3
741345,8.359927064,9.828102136,9.842634057,10.86129692,-16.3383,0.2245308778,-1.468175072,-2.501369858,-1.018662865,81.54301069,392.6649077,-0.2745247657,1.019918047,1.057028769,3
743276,8.685398176,9.734675978,9.771812887,10.84532623,-16.6839,-0.2522399958,-1.049277802,-2.159928055,-1.073513345,51.59481253,221.2309001,0.1012247514,0.9017556321,0.9838190178,3
744635,8.632951678,9.786301622,9.815787103,10.84024764,-16.8051,-0.6718925474,-1.153349944,-2.207295959,-1.024460534,45.52007571,250.5639354,0.02407371058,0.9158623857,1.045093779,3
746010,8.426331007,9.661407953,9.685975714,10.60923868,-16.9158,-0.09512546108,-1.235076946,-2.18290767,-0.9232629628,34.21285684,152.912827,-0.26525718,0.6650588339,1.305429058,3
747856,8.625476146,9.748710972,9.780238531,10.84747933,-16.6449,0.06804263761,-1.123234826,-2.22200318,-1.067240796,38.02062621,159.5886607,0.0466959694,0.8493778977,0.9773246918,3
749202,8.358145839,9.76796288,9.784545366,10.7699985,-16.5544,-0.9482382987,-1.409817041,-2.411852659,-0.9854531322,42.99420051,328.5033781,0.1786019449,0.8833333775,0.9374103917,3
750884,8.247736202,9.102670459,9.159444993,9.991677811,-16.2335,-0.2983183583,-0.8549342566,-1.743941609,-0.832232818,20.39099616,27.20840202,0.1196560332,0.8696025286,0.9861281497,3
751607,8.43982593,9.785489592,9.804654336,10.77896992,-16.9739,-1.209804876,-1.345663662,-2.339143991,-0.9743155848,5.977430402,206.5434285,-0.1587635834,0.9090976324,0.8930935148,3
752107,8.361056779,9.693277157,9.71303091,10.7107654,-16.6413,-0.4054611984,-1.332220377,-2.349708624,-0.9977344937,27.16622262,334.6095742,-0.04434916415,0.5664853602,0.7699805828,3
753476,8.423129463,9.71396161,9.73564199,10.74175062,-16.8827,-0.5516638532,-1.290832147,-2.318621153,-1.006108626,16.71505347,310.1389693,-0.07937535721,0.781754708,0.8378079062,3
755362,8.483449512,9.622676081,9.65310283,10.81624695,-16.078,-0.6548009886,-1.139226569,-2.332797439,-1.163144121,34.14387981,176.019185,-0.1163711486,0.8140509103,1.048507018,3
756087,8.325875856,9.778936055,9.793973828,10.728308,-16.6607,-1.146436445,-1.453060199,-2.402432147,-0.9343341748,33.96405593,200.678221,-0.03791855488,0.6208469322,0.89858531,3
756421,8.723495319,9.611164877,9.664058069,10.83433227,-16.6507,0.2220213852,-0.8876695579,-2.110836951,-1.170274201,57.14887247,135.2869786,-0.2035457597,0.9076367463,1.071552769,3
756655,8.521253272,9.62531976,9.658217432,10.81486424,-16.8682,-1.161624025,-1.104066488,-2.293610971,-1.156646811,31.10760597,86.97522124,0.1273360982,0.912072217,0.970535745,3
757830,8.559052669,9.533020232,9.576845047,10.81096587,-16.6572,-1.327523214,-0.9739675633,-2.251913202,-1.234120824,4.335659294,119.6745097,-0.00364282443,0.9447163853,0.6544215203,3
758506,8.334128045,9.740766288,9.757468282,10.76474753,-16.8673,-0.4883603495,-1.406638243,-2.430619481,-1.007279245,20.22576189,319.1394939,0.1108249296,0.8169013199,1.017877282,3
759016,8.590320532,9.593273477,9.634398541,10.80114138,-16.7383,-0.4096365703,-1.002952945,-2.210820845,-1.166742836,6.479691544,123.3634691,-0.2050343121,0.9661306893,0.9072103635,3
761100,8.217409163,9.686584224,9.701083274,10.75002458,-16.0183,-0.07640212941,-1.469175061,-2.532615418,-1.048941306,26.30500382,410.0514012,0.07601656165,0.8768661831,0.9745031378,3
763079,8.344883279,9.561303014,9.586918001,10.74926856,-16.8799,-0.6824122922,-1.216419735,-2.404385283,-1.162350561,1.717880255,80.27278169,0.246139085,0.9061340783,0.8686537294,3
763264,8.471345894,9.655956552,9.683457681,10.71674169,-16.9745,-0.925675997,-1.184610657,-2.245395791,-1.033284004,42.9582464,231.9522271,0.05140380577,0.8010995882,0.8347964864,3
764287,8.322689056,9.644150329,9.6643882,10.76875138,-16.6643,-1.667181869,-1.321461273,-2.44606232,-1.104363177,29.01647129,339.9730965,0.1805421482,0.8235070899,0.9991158538,3
765275,8.315976306,6.490883834,8.322424878,8.905190057,-15.3,-1.124322785,1.825092471,-0.5892137516,-0.5827651795,923.9669073,5892.782418,0.08181022148,0.9508259312,0.9235595836,3
769353,8.576557292,9.320373504,9.392394644,10.61106172,-16.7263,0.2238639927,-0.7438162122,-2.034504424,-1.218667071,15.87923667,128.9298253,-0.0935614173,0.6975314752,1.003979371,3
769481,8.289591486,9.614555693,9.634634686,10.71774188,-16.4295,-0.5897869608,-1.324964207,-2.428150391,-1.083107191,16.97442989,160.6793445,0.1077318417,0.9137615815,0.9822668567,3
770360,8.304440341,9.612276502,9.633144106,10.67972772,-16.2947,-1.224203427,-1.307836162,-2.375287382,-1.046583617,26.08906159,265.5595509,-0.04654792419,0.812651462,0.9628193866,3
770542,8.347385463,9.634096374,9.655978347,10.70179653,-16.5809,-0.07824695772,-1.286710911,-2.354411069,-1.045818185,55.87930099,202.894304,0.1394910246,0.8216023324,0.9131904326,3
770626,8.520100014,9.652990375,9.683848774,10.69268359,-16.9591,-1.031300124,-1.132890361,-2.172583579,-1.008834819,18.75689368,110.8052507,-0.03710397988,0.8571303419,0.9485608512,3
772557,8.487804995,9.620452524,9.651327583,10.67924305,-16.6549,-0.2099603235,-1.132647529,-2.191438052,-1.027915464,20.24431207,172.6112652,0.06794543421,0.9442585875,0.9768496112,3
774495,8.261566985,9.646634826,9.664170369,10.68976593,-16.0744,-0.6655975147,-1.385067842,-2.428198944,-1.02559556,64.33626861,304.038617,0.2456066767,0.8894663201,0.7680958314,3
774656,8.532059137,9.447098541,9.496939471,10.72077705,-16.7884,-0.03864739616,-0.915039404,-2.188717915,-1.223837581,11.55667947,192.0199643,0.0003335113722,0.9033811005,1.032939905,3
775830,8.472282615,9.582074667,9.614557191,10.65638014,-16.8439,0.2434011108,-1.109792053,-2.184097525,-1.041822948,7.636440838,158.9595905,-0.05728828406,0.7312819196,1.065163472,3
776397,8.467872859,9.337677602,9.392656991,10.72823869,-16.3496,-0.0327542999,-0.8698047425,-2.260365831,-1.335581699,43.85751078,263.727146,-0.1825935926,0.6803226809,1.07220248,3
776965,8.317968418,9.574146406,9.597579892,10.67483636,-16.6012,0.1159592267,-1.256177989,-2.356867942,-1.077256468,26.07958814,233.4211862,0.254832548,0.8002387834,0.9055692379,3
777035,8.213351711,9.206427202,9.24845397,10.41087449,-16.0975,-0.07232407438,-0.993075491,-2.197522778,-1.162420519,11.96250366,122.836363,-0.2777872819,0.7094725197,0.9828405084,3
777322,8.357794129,9.571056716,9.596853149,10.66975179,-16.9051,-0.3111239544,-1.213262587,-2.311957663,-1.072898643,51.40857574,205.0317477,0.1078789434,0.8123791985,1.021134394,3
777428,8.39526681,9.566301871,9.594648338,10.67237275,-16.6428,-0.5020962795,-1.171035062,-2.277105939,-1.077724411,29.02478768,115.0664446,0.1041759384,0.7585028437,0.9761227013,3
777546,8.264998831,9.448967489,9.476508039,10.66469298,-16.2048,-0.5688766693,-1.183968658,-2.399694149,-1.188184941,1.946284034,166.6422701,0.06597597613,0.9443793037,0.9035640672,3
777753,8.496249352,9.384541268,9.437363142,10.70542316,-16.7186,-1.975012531,-0.8882919166,-2.20917381,-1.26806002,36.51664627,83.42184805,-0.03479515713,0.8506737592,1.059946725,3
777811,8.396704462,9.582455609,9.609886844,10.66429346,-16.8256,0.1841696822,-1.185751147,-2.267589002,-1.05440662,51.81217846,202.5055601,0.08796214805,0.916991618,0.9853967513,3
778109,8.397989358,9.566636661,9.595134389,10.63218759,-16.872,-0.2632473575,-1.168647304,-2.234198229,-1.037053198,69.58417126,195.7656341,-0.3532295287,0.6436425593,0.7424002879,3
778249,8.241731793,9.495264378,9.518837222,10.65599783,-16.0821,-0.4576268649,-1.253532585,-2.414266033,-1.137160603,29.08256495,351.1530126,0.3597544173,0.6934084038,0.824012473,3
778383,8.368381985,9.500566634,9.531473474,10.68413701,-16.8702,-1.564109644,-1.132184649,-2.315755027,-1.152663538,18.97982427,168.5116892,0.03630194103,0.8524423218,0.9881080663,3
778587,8.377607349,9.527237986,9.55696858,10.59361469,-16.6775,-1.34589622,-1.149630637,-2.216007342,-1.036646112,23.85402612,78.83702882,-0.02507100301,1.009173829,1.051296805,3
778726,8.39447158,9.474046481,9.508778319,10.67000061,-16.5947,-0.3334797416,-1.079574901,-2.275529027,-1.161222289,15.85577395,151.159389,-0.2491418387,0.6601138751,1.018555859,3
778977,8.305326937,9.468030374,9.496908037,10.64372108,-16.381,-0.3634358502,-1.162703437,-2.338394146,-1.146813047,28.57015252,142.2242031,-0.07017397046,0.6777363757,0.9139835091,3
779295,8.411877865,9.523870198,9.556194531,10.65909159,-16.4321,-0.4235979689,-1.111992333,-2.247213721,-1.102897055,20.32430534,133.6668628,-0.2707168866,0.9274572976,1.105618142,3
779337,8.396729207,9.498956345,9.531988464,10.66679722,-16.9435,-0.1201696173,-1.102227138,-2.270068015,-1.134808758,11.04245852,33.5918613,-0.02821152946,0.9932962287,1.068548241,3
780124,8.520714226,9.479444837,9.524755599,10.67271602,-16.9548,-1.220681182,-0.9587306109,-2.152001794,-1.147960421,18.73138184,110.1492413,-0.2645414396,0.7555890988,1.13976273,3
780600,8.509981061,9.604104805,9.637735565,10.59355493,-16.9209,-0.1873493572,-1.094123745,-2.083573871,-0.9558193661,7.392548673,91.54280188,0.3337188979,0.8496959687,0.8826458859,3
781347,8.4144748,9.528228079,9.560426342,10.65356852,-16.8263,-0.3901287209,-1.113753279,-2.239093722,-1.093142181,13.8272701,113.2570468,0.04407591643,0.821197708,0.9517361778,3
781801,8.44746637,9.354438598,9.40516147,10.68125293,-16.7617,-0.8456584437,-0.9069722288,-2.233786563,-1.276091462,21.83586832,77.70702969,0.05530230141,0.8744027357,1.044221393,3
781852,8.222502167,9.581670762,9.600261105,10.52602264,-16.6776,-0.4088329179,-1.359168595,-2.303520469,-0.925761531,14.4175893,72.54320987,-0.114881961,0.7594746914,0.8854283892,3
782497,8.431363764,9.463886629,9.5024213,10.62462909,-16.8754,-0.3920167207,-1.032522865,-2.193265325,-1.122207789,15.57295789,107.9672289,0.06632463011,0.9068540316,0.9862025186,3
782808,8.236359742,9.324954381,9.35899958,10.46335759,-15.8919,-0.6881556503,-1.088594638,-2.22699785,-1.104358013,10.68595887,183.4827333,-0.2465528131,0.7765998927,0.9109041692,3
783034,8.44470557,9.447860284,9.488967122,10.63862538,-16.472,-0.6636596324,-1.003154714,-2.193919809,-1.149658256,26.07535582,163.8741526,0.05743999363,0.9246330655,0.9756659805,3
783131,8.189774144,9.474998065,9.496953223,10.59222062,-15.9535,-0.9932721727,-1.285223921,-2.402446472,-1.095267393,41.87446781,256.8921057,0.08928861292,0.8684259943,0.92446503,3
783510,8.369147308,9.503366965,9.53413432,10.63407317,-16.2932,-0.3460680245,-1.134219657,-2.264925858,-1.099938846,16.07414828,279.9158866,0.03323958448,0.8762095639,1.070119417,3
783635,8.209636853,9.260501646,9.297508707,10.48038529,-16.2464,-0.6583277006,-1.050864793,-2.270748437,-1.182876583,2.809568031,52.00440148,0.05243546593,0.9505386001,1.022264043,3
783754,8.585620933,9.405719297,9.466916043,10.65020608,-16.9548,-0.4235414925,-0.8200983643,-2.064585143,-1.183290033,11.73831662,60.85488316,0.08449239048,0.8509450553,0.9499763642,3
784548,8.429967796,9.512331091,9.54684925,10.59794172,-16.5687,-0.3125804896,-1.082363295,-2.167973922,-1.051092468,55.39336591,98.20213021,-0.187138223,0.7873093232,1.053806882,3
784941,8.571159398,9.452685779,9.506287815,10.62403014,-16.7226,-0.5861384381,-0.8815263811,-2.052870738,-1.11774232,17.78979923,43.22683315,0.06483760946,0.8740819235,1.010060793,3
785213,8.399368853,9.499052153,9.532271086,10.57889419,-16.6388,-0.3634643063,-1.0996833,-2.179525341,-1.046623108,9.72095078,47.84393011,0.03837566402,0.9909423277,1.032150202,3
785239,8.426954645,9.41295426,9.455638523,10.60042167,-16.5108,-0.7138958025,-0.9859996152,-2.173467024,-1.144783146,3.567663661,98.16773875,-0.00864591607,0.9874986937,1.02583467,3
785271,8.537783332,9.350707693,9.412854132,10.64880603,-16.7343,-0.1547166134,-0.8129243611,-2.111022695,-1.235951894,19.11045858,94.60811148,-0.1025186554,0.8650691277,1.063084677,3
785292,8.318413164,9.4339334,9.466005638,10.62484046,-16.4653,-1.093345084,-1.115520236,-2.306427296,-1.158834821,3.064933327,136.8403906,0.002379864778,1.205712518,1.062406999,3
785335,8.345997141,9.558212385,9.584069286,10.59395171,-16.2747,-0.01875949747,-1.212215244,-2.247954568,-1.009882423,2.492370179,157.0953627,0.07422194929,0.9240061466,0.974250387,3
785449,8.497114285,9.526968569,9.565730459,10.58589666,-16.7669,-0.5591034594,-1.029854284,-2.088782379,-1.020166205,0.8050368472,70.81197425,0.1051711569,0.9907874313,0.9405943344,3
785824,8.490564969,9.376154256,9.429286492,10.64803592,-16.8898,0.05205123861,-0.8855892865,-2.157470947,-1.218749424,8.106272818,169.4227894,-0.10403981,1.062219707,0.9684812691,3
785886,8.368434809,9.438483914,9.473955351,10.62341171,-16.575,0.1388154018,-1.070049105,-2.2549769,-1.149456359,24.01449287,192.1812505,-0.1410290907,0.8971934824,1.066093787,3
785927,8.423501868,9.506201283,9.54069377,10.60325712,-16.9683,-0.0916800436,-1.082699415,-2.179755254,-1.062563352,11.003939,151.1797846,-0.07866018683,0.9409947792,1.184822414,3
786020,8.410825145,9.531992089,9.563664767,10.60462072,-16.9039,-0.8271025129,-1.121166944,-2.193795573,-1.040955951,10.56058711,160.2930949,-0.05864802126,0.985300226,1.091221494,3
786462,8.371828471,9.396664866,9.435857482,10.61440537,-16.5499,-0.3621819726,-1.024836395,-2.242576896,-1.178547886,31.66708447,96.41246919,0.1357387099,0.8802808502,0.9462735328,3
786831,8.21255834,9.504013018,9.525663104,10.60358966,-16.2818,-0.02508579501,-1.291454678,-2.391031322,-1.077926559,36.85746593,208.4251356,0.1632012435,0.8869381423,0.9349332897,3
786875,8.384762618,9.4183319,9.456777821,10.61158829,-16.8576,-0.457938592,-1.033569282,-2.226825676,-1.154810473,8.441732152,88.85358376,-0.09973402065,0.9430083696,0.958566905,3
787234,8.399442631,9.372684529,9.41657905,10.63085501,-16.7363,-0.2191520227,-0.9732418971,-2.231412382,-1.214275963,8.132993123,83.10222419,-0.006860456061,0.9116750861,1.047296395,3
787393,8.315021615,9.246409045,9.294506933,10.66425738,-15.9982,0.1809803213,-0.9313874295,-2.349235765,-1.369750447,4.408760834,96.94821193,0.103985842,0.9479071675,0.993081031,3
788074,8.490485216,9.323093818,9.382666728,10.63753351,-16.7042,-1.518907405,-0.8326086016,-2.147048291,-1.254866779,13.33869774,58.78597332,-0.0588136268,0.8424600025,0.9389794863,3
788238,8.375091798,9.454032396,9.488813018,10.60950543,-16.7834,-0.12871716,-1.078940598,-2.23441363,-1.12069241,23.15152883,225.0064469,0.111159087,0.8161290572,0.9108515861,3
788521,8.265869295,9.496984654,9.521771241,10.56516148,-16.507,0.08750751325,-1.23111536,-2.299292188,-1.043390243,10.42519071,160.1426903,-0.07463797377,0.8414920637,1.084591974,3
788573,8.47779931,9.439525571,9.484540463,10.5564531,-16.6652,-0.8719854644,-0.9617262608,-2.07865379,-1.071912637,12.29453623,60.67730409,0.2708781708,0.8355790128,0.8844227631,3
788886,8.234458322,9.493612495,9.516890155,10.56505301,-16.0974,-0.402100296,-1.259154173,-2.330594684,-1.048162851,53.07376251,87.06181426,0.1332893567,0.8085954326,0.971778223,3
788962,8.579962135,9.204416762,9.29693928,10.63514518,-16.6786,-0.04974052845,-0.6244546273,-2.055183044,-1.3382059,3.025120525,90.34080223,0.1325218582,1.065089261,0.8884600025,3
789109,8.274052833,9.37459735,9.407752923,10.61649968,-16.5595,-1.453309771,-1.100544516,-2.342446849,-1.208746759,10.78776971,100.531052,0.1494159547,0.8981620325,0.9651027925,3
789216,8.354888411,9.39975482,9.437254963,10.5923528,-16.4979,0.1788890957,-1.044866408,-2.237464386,-1.155097835,36.17891431,111.5802483,0.1033050456,0.8802553803,0.9835744745,3
789366,8.199195561,9.374860258,9.402915654,10.62057048,-15.8611,-1.32800294,-1.175664697,-2.421374915,-1.217654822,18.84652737,127.7560855,0.06496533794,0.9083947557,1.019821925,3
789613,8.297623747,9.423536765,9.454877327,10.59197713,-16.7929,0.04595763453,-1.125913018,-2.294353381,-1.137099801,15.35035907,168.4046,-0.05132909855,0.9202068528,1.002843725,3
789650,8.355786642,9.397416566,9.435185362,10.5966174,-16.5987,0.2167512178,-1.041629924,-2.240830756,-1.161432036,23.04713974,139.823421,0.1832703113,0.8355938626,0.938152409,3
789846,8.52572562,9.376374734,9.433676665,10.60074788,-16.87,-0.8821207763,-0.8506491137,-2.075022259,-1.167071214,8.835248882,68.04209281,0.008357410553,1.084686264,1.019587183,3
789950,8.375221822,9.336786537,9.381817338,10.62369499,-16.4529,-0.395288375,-0.9615647151,-2.248473167,-1.241877651,21.96583745,128.5082602,0.08090186428,0.7432391474,0.8856791508,3
790649,8.208874799,9.443800632,9.468376705,10.5898481,-16.0437,-0.1648606308,-1.234925833,-2.380973296,-1.12147139,12.48631861,189.0286794,-0.3246301355,0.6235759255,0.9492014345,3
790869,8.491620315,9.459171806,9.503616602,10.56319715,-16.8275,-0.4561598836,-0.9675514909,-2.071576838,-1.059580551,9.185254822,43.43744345,-0.05311819,0.8225436916,1.029980029,3
790979,8.378975695,9.313804328,9.361542728,10.59925968,-16.6261,-1.430935643,-0.9348286337,-2.22028399,-1.237716956,6.457460939,107.9710627,0.02848087409,0.8680249274,0.9551298009,3
791072,8.190809032,9.508365182,9.528781619,10.56478506,-16.2379,-1.205333235,-1.31755615,-2.373976024,-1.036003437,14.35988965,170.3277864,-0.026465662,0.7160067975,0.9174555067,3
791224,8.283628831,9.569581709,9.59150096,10.54353648,-16.4944,-0.3978646527,-1.285952878,-2.259907653,-0.952035524,6.099980978,243.537813,0.02248011246,0.8844468694,1.051330168,3
791553,8.40873609,9.425206197,9.465127145,10.57533171,-16.732,0.1941533311,-1.016470107,-2.166595619,-1.110204564,22.33993651,140.6131921,-0.1281785032,0.6775017697,0.9018218722,3
791737,8.53213161,9.363585274,9.423306395,10.58741373,-16.6383,-0.9175818813,-0.8314536638,-2.055282123,-1.164107338,18.37041746,117.2391007,-0.009105831395,0.9579160636,1.051302068,3
791893,8.472532066,9.444831845,9.488817022,10.54981197,-16.6772,0.0705767827,-0.972299779,-2.077279901,-1.060994945,52.80018514,164.2500768,-0.1659910482,0.8524908176,1.128887023,3
792321,8.198375879,9.425326687,9.450345351,10.57690748,-16.4254,0.2162953153,-1.226950808,-2.378531599,-1.126562127,9.24321489,176.9814582,0.08035528596,0.8886374951,0.9544519587,3
792436,8.279499728,9.404162871,9.435590569,10.59355336,-15.1247,-0.9456077387,-1.124663143,-2.314053631,-1.15796279,46.89390902,147.2329199,0.1470414183,0.9041419525,0.9558369018,3
792717,8.302046682,9.423997138,9.455614756,10.54823338,-16.2071,-0.989217146,-1.121950456,-2.246186695,-1.092618622,54.99582144,144.1772015,0.1322502795,0.8253943058,0.9510782996,3
792741,8.4352533,9.529806454,9.563405231,10.47753828,-16.8025,-0.7985597241,-1.094553154,-2.042284981,-0.9141330505,14.80274241,97.49821591,-0.2926996426,0.7975504355,1.016261885,3
792916,8.503043578,9.381304853,9.435287265,10.58593396,-16.709,-0.3944451302,-0.8782612754,-2.082890381,-1.150646694,7.359360805,125.6743362,-0.2942373625,1.081496468,1.204178004,3
792933,8.365705971,9.306214775,9.353365345,10.59071046,-16.4332,-0.9950093256,-0.9405088044,-2.225004489,-1.237345114,14.05576301,79.9849508,-0.1075615962,0.7512802324,1.045367381,3
792955,8.288672143,9.342431093,9.379202475,10.58728483,-16.3606,-0.7637212489,-1.05375895,-2.298612684,-1.208082352,8.122712255,80.6524765,0.09989862139,0.826147557,0.956991667,3
793461,8.318709408,9.438184874,9.469976735,10.56165251,-16.519,-1.437765454,-1.119475466,-2.242943103,-1.091675776,3.209772467,81.00412929,-0.1295516441,0.8894856735,0.9800494158,3
793505,8.210815401,9.390867394,9.418649627,10.58826789,-16.1028,-1.164424859,-1.180051993,-2.377452485,-1.169618259,20.80812913,160.7876287,0.01640368894,0.8708727325,1.043225365,3
793543,8.295692023,9.359994391,9.3959193,10.56746299,-16.547,-0.4056120048,-1.064302369,-2.271770966,-1.171543689,6.318822481,95.03456861,0.03187690298,1.071085294,1.03151524,3
793649,8.269499677,9.427621178,9.45679506,10.57778432,-16.3295,-0.6035070882,-1.158121501,-2.308284641,-1.120989259,17.98878912,123.8382276,0.01221066787,0.843128253,1.047286862,3
794051,8.395366111,9.474807915,9.509549984,10.48822492,-16.9917,-0.2194356596,-1.079441804,-2.092858811,-0.9786749376,7.794130691,110.8606055,-0.1209769022,1.049446845,1.217024655,3
794731,8.225558906,9.478427108,9.502035079,10.54416145,-16.5519,-0.4491847044,-1.252868202,-2.318602544,-1.042126371,4.654146582,61.22698342,0.01473406045,0.941380823,0.9988963448,3
794806,8.554155203,9.169347916,9.263662962,10.61335704,-16.4926,-1.127484641,-0.6151927135,-2.059201838,-1.349694078,6.699930335,53.59343676,-0.06103887312,1.007925032,1.044027236,3
795409,8.278980819,9.278133015,9.319602842,10.55661803,-16.1907,0.06390649427,-0.9991521966,-2.277637212,-1.237015189,3.806916723,30.58082183,-0.07352711553,0.9516003395,1.035888364,3
795733,8.43355165,9.22655597,9.291411741,10.58967294,-16.4382,-1.584556785,-0.7930043195,-2.156121291,-1.2982612,12.31692552,68.4436381,-0.2810331365,0.8558139578,1.119460177,3
795799,8.41618173,9.320700843,9.371694805,10.57570419,-16.5046,-0.367673057,-0.9045191131,-2.159522458,-1.204009382,5.575105061,35.40813301,0.06142844313,0.9993152237,1.014584624,3
795978,8.434845512,9.263350219,9.323451337,10.58135546,-16.3865,0.2365962212,-0.8285047074,-2.146509944,-1.257904119,20.52738592,91.55476848,0.004283206787,0.833625401,1.001840588,3
796002,8.376960403,9.36076925,9.403659056,10.56590196,-16.6464,-0.8773882714,-0.9838088462,-2.188941558,-1.162242905,1.356912145,67.35186945,-0.1155523224,0.9715966086,0.9247687879,3
796335,8.329472998,9.319342693,9.361666142,10.57916577,-16.1278,0.04462912071,-0.9898696951,-2.249692776,-1.217499633,13.70509812,106.5830355,0.1651418214,0.9419144935,0.9631368852,3
796433,8.285071192,9.322145849,9.360295889,10.56433261,-16.3842,-1.10146442,-1.037074657,-2.279261419,-1.204036721,11.659853,120.5767132,0.02931048449,0.9366690858,1.018317757,3
797384,8.478373801,9.307313666,9.367358569,10.56298577,-16.6022,-0.2964786782,-0.8289398649,-2.084611969,-1.195627201,7.187004232,82.63804282,0.04596873633,0.951213553,0.9985874986,3
797631,8.179368969,9.327640438,9.357461094,10.5461757,-16.2061,0.2242607931,-1.148271469,-2.366806732,-1.188714607,1.924928218,94.02841902,-0.06770667043,0.8431060198,0.9463282304,3
797684,8.201645364,9.37794338,9.405959184,10.54480065,-16.3966,-1.01489847,-1.176298017,-2.343155287,-1.138841466,2.747856213,149.7009882,-0.1837821245,0.7403155863,1.138147189,3
797808,8.54013743,9.154377282,9.248878497,10.58990171,-16.4966,0.2308370092,-0.6142398517,-2.049764276,-1.341023209,25.4234056,75.74527399,0.1493587441,0.840385974,0.9809614484,3
798070,8.326225271,9.044143163,9.120223281,10.60730466,-15.7914,-0.5763010624,-0.7179178915,-2.281079386,-1.487081377,4.796755678,34.80266185,0.04482987477,0.8773856502,0.920397732,3
798208,8.577814815,9.354173945,9.421377205,10.53243387,-16.761,0.03593449497,-0.7763591298,-1.954619058,-1.111056668,18.22439449,32.99084992,0.1602726975,0.869024005,0.9267360516,3
798331,8.295442141,9.296116492,9.337447916,10.56064966,-16.5484,-0.03767975226,-1.000674351,-2.265207521,-1.223201747,5.041561895,58.28046521,0.02407386103,0.9586991944,0.9807203118,3
798661,8.442729128,9.161223327,9.237210887,10.56582401,-15.8263,-0.08835926951,-0.7184941986,-2.123094886,-1.328613127,5.785918772,47.54302026,0.05781255712,0.9053846967,0.9206258776,3
798863,8.273527371,9.182893475,9.233353114,10.57290344,-16.0903,-0.07377187226,-0.9093661046,-2.299376065,-1.339550322,3.614625832,104.0455167,-0.04964797229,1.062893578,1.114186628,3
798906,8.36589197,9.255183389,9.307890915,10.56378471,-16.2115,-0.3928552405,-0.8892914189,-2.197892738,-1.255893793,7.66410501,63.61728669,-0.1457308626,1.037472531,0.9996188962,3
798987,8.460586081,9.366284963,9.417148381,10.51740567,-16.9143,-0.05797455924,-0.9056988817,-2.056819586,-1.100257286,9.336453225,37.02565367,0.02170199234,0.952725476,0.9875813851,3
799128,8.255649333,9.267714924,9.308024484,10.56625933,-16.4829,-0.6019689639,-1.01206559,-2.310610001,-1.25823485,4.239507538,40.91089937,-0.04733157393,1.045973578,1.097926471,3
799303,8.356764416,9.245379454,9.298164336,10.55986822,-16.4248,-0.6535942291,-0.8886150375,-2.2031038,-1.261703881,8.486167825,60.24447687,-0.06201403727,1.029973112,1.080770516,3
799444,8.36909457,9.187496685,9.248916753,10.56656621,-16.0425,0.1001368252,-0.8184021149,-2.197471639,-1.317649456,14.28039975,90.57764117,0.06269127704,0.8555476567,0.9412381631,3
799464,8.350066216,9.421068487,9.456465243,10.47591664,-16.6028,0.0161198674,-1.07100227,-2.125850423,-1.019451396,8.224730063,174.1796183,0.1177462587,0.9255610924,0.9394327906,3
800414,8.224272542,9.135733314,9.185963677,10.57959329,-16.0154,-1.749285045,-0.9114607716,-2.355320749,-1.393629615,14.013833,133.7940031,0.0717343084,0.9044899382,0.9999592545,3
800465,8.308188354,9.253083875,9.299785169,10.55562115,-16.6501,-0.9871850309,-0.9448955209,-2.2474328,-1.255835985,16.65038734,165.9783767,0.1117774593,0.87171942,1.012546715,3
800741,8.339637741,9.226112706,9.279143045,10.55200243,-16.3763,-0.1253949974,-0.8864749651,-2.212364686,-1.272859382,7.725429167,22.72766892,-0.00244184119,0.9345052682,1.014184071,3
800770,8.24279122,9.295467136,9.332326544,10.53509462,-16.2695,-0.7384182285,-1.052675915,-2.292303397,-1.202768074,6.805402871,104.8681967,0.0839080808,0.9077113249,0.9558056876,3
801042,8.262646565,9.282780411,9.322380833,10.53383396,-16.1622,-1.302441304,-1.020133846,-2.271187396,-1.211453128,9.303205501,77.55774428,-0.05798130296,0.9592264351,0.9386974195,3
801540,8.373998053,9.321819598,9.368223473,10.50478161,-16.4298,0.2246458859,-0.9478215445,-2.13078356,-1.136558139,19.78021222,32.56842827,-0.114175991,0.7723435238,1.091341241,3
