UDG ID,log_10(M*),log_10(Mgas),log_10(Mbary),log_10(Mdyn),Mg,Tidal index Θ,log_10(sSFR),log_10(M*/Mgas),log_10(M*/Mdyn),log_10(Mbary/Mdyn),AM star,AM DM,T_DM,e_DM,f_DM,T_*,e_*,f_*,β_*,σ_z/σ_r,σ_θ/σ_r,V/σ,λRe,h3,h4,class
679599,8.324767514,9.013411815,9.094331151,10.38914317,-16.0505,-0.6028651684,-9.785887269,-0.6886443006,-2.064375656,-1.29481202,47.77486067,39.66038621,0.4094775515,0.3942078295,0.5151133625,0.8492437006,0.8244409852,0.6137685954,-0.1224016426,0.782034834,1.315559422,0.351422,0.329653,-0.008607,0.009248,0
680474,8.50944692,9.316015046,9.379014359,10.26354025,-16.9879,-1.592815872,-9.535393712,-0.8065681258,-1.754093326,-0.8845258871,42.21827375,24.98889566,0.2059813126,0.1882340635,0.3762991678,0.840592465,0.7648908768,0.5170916056,0.1332217047,0.7095944543,1.106861209,0.442853,0.376751,-0.020854,-0.114397,0
690321,8.368619643,9.11630485,9.187736981,9.800733672,-16.3549,-0.06508985764,-9.886236346,-0.747685207,-1.432114028,-0.6129966907,18.89266519,4.646443226,0.3514578177,0.4050885482,0.6018724502,0.6842379153,0.752570325,0.7763541746,0.2869477134,0.7695649639,0.9283960266,0.216571,0.209616,0.008119,0.017743,0
696563,8.3808277,9.29854607,9.348097337,10.526414,-16.1538,-0.8693556057,-9.940263358,-0.9177183706,-2.145586297,-1.178316659,9.753911795,42.0926396,0.4277570892,0.3487318916,0.4303685717,0.8619217251,0.7903183854,0.5162802787,-0.02531545567,0.9462919444,1.205570001,0.164837,0.126952,-0.006887,-0.073749,0
727826,8.625373844,8.99784168,9.151401195,10.16612429,-16.838,-1.221913292,-9.797670577,-0.3724678364,-1.540750448,-1.014723097,36.03239909,14.0173606,0.6946581819,0.4003319422,0.2896388762,0.2325682147,0.3719748093,0.7279417708,0.01295868453,0.8824952899,1.183050079,0.732216,0.571021,-0.004058,-0.038909,0
764365,8.669755223,9.345944297,9.42900632,10.76504815,-16.6798,0.2248575133,-10.06860821,-0.6761890742,-2.095292925,-1.336041828,39.89412365,120.2775746,0.807791438,0.4498160565,0.2456751824,0.8652284651,0.6345174403,0.3240030833,0.1489034735,0.7322563526,1.045621207,0.329317,0.296855,0.021206,0.020944,0
766103,8.51441945,9.374245689,9.430423695,10.76557532,-16.1542,-0.6523836595,-10.02166604,-0.8598262392,-2.251155873,-1.335151627,16.44961407,126.4643599,0.3790900172,0.3753861437,0.5183263118,0.9861797585,0.981926021,0.6141690646,0.1306151013,0.7687070198,0.9162016443,0.203684,0.174905,-0.008784,-0.093616,0
770215,8.424199269,9.37935703,9.425023082,10.76649787,-15.5273,0.2488482877,-10.54026542,-0.9551577611,-2.342298604,-1.341474791,79.60438245,344.18008,0.1387396234,0.2486302103,0.6395538112,0.9562353605,0.9145338797,0.4836715625,0.08271155009,0.9069080999,0.9046140011,0.240104,0.169672,0.028611,-0.178536,0
781463,8.53379516,9.389040169,9.445776634,10.67336707,-16.6884,-1.454923541,-9.79075522,-0.8552450093,-2.139571909,-1.227590434,19.35133311,86.11265481,0.2731994703,0.2781736079,0.4723591287,0.9963952402,0.9816090868,0.3092788869,-0.5501329209,0.8906092292,1.638854314,0.421899,0.234251,0.033771,-0.056056,0
781638,8.541114551,9.350641662,9.413242596,10.68135329,-16.69,0.05271163726,-9.712095254,-0.8095271105,-2.140238741,-1.268110696,46.34701544,112.9637913,0.3151006493,0.3046875224,0.4716285981,0.8541657448,0.8466790527,0.6574777428,0.2914970144,0.8335603744,0.870241635,0.602075,0.490878,-0.016393,-0.051504,0
782433,8.327968145,9.215343847,9.268270745,10.68842235,-16.0296,-0.4497966523,-9.769175603,-0.8873757025,-2.360454205,-1.420151605,1.82627018,102.6444543,0.6717109073,0.5270409356,0.4335550595,0.9741829691,0.9490839926,0.4904503872,0.06544225756,1.168895833,1.021549081,0.120858,0.084178,0.005107,0.00897,0
782466,8.415163121,9.397426448,9.440461826,10.65342413,-16.0958,-0.4710264077,-10.04421355,-0.9822633275,-2.238261005,-1.2129623,28.04600488,124.1244709,0.2669077652,0.2830088115,0.489020352,0.9942620833,0.9430516754,0.2153671789,0.1636815673,0.7334241159,1.003437897,0.314426,0.283152,-0.002272,-0.001351,0
786962,8.221503151,9.271742628,9.308800801,10.65295087,-15.6645,0.03093995351,-9.823422453,-1.050239477,-2.431447721,-1.344150071,26.73061705,159.6464089,0.3290653398,0.3845579723,0.5948558202,0.9694815609,0.8995173346,0.3653034008,0.1148414163,0.9065683998,1.024870866,0.246776,0.222257,-0.004423,0.003475,0
787539,8.463311743,9.368453296,9.419378345,10.62187172,-16.5303,-0.07970083083,-9.853694926,-0.9051415527,-2.158559981,-1.20249338,16.72645722,67.9704223,0.4030613046,0.3818077114,0.5027341774,0.92250502,0.8935645104,0.5768927008,0.1979887871,0.8507431337,0.9004637574,0.486112,0.384778,0.011724,-0.030773,0
788348,8.514400578,9.223085713,9.300662788,10.57041208,-16.4132,-0.3247553396,-9.920928425,-0.7086851344,-2.0560115,-1.269749291,32.50658285,87.95353765,0.3309249849,0.2674865147,0.3947253637,0.8743869911,0.8246608659,0.5525993169,0.09569767428,0.9198779261,1.080508884,0.40372,0.36317,-0.045586,-0.084449,0
788485,8.391801908,9.130744838,9.203514232,10.66394079,-16.0187,-0.465394224,-9.978882947,-0.73894293,-2.272138885,-1.460426561,3.59939002,52.3355653,0.8905283576,0.6458274642,0.296581363,0.9302703452,0.8716918252,0.4869930989,-0.2295362637,1.146033905,1.084943199,0.148761,0.08947,-0.013127,0.019498,0
789981,8.307581119,9.244779486,9.292271808,10.61981773,-15.9976,-0.4935102345,-9.951205288,-0.9371983672,-2.312236608,-1.327545919,5.692140756,5482.503609,0.488230673,0.408494891,0.4581992114,0.9406256806,0.8629294116,0.4290380795,-0.0643617479,0.8306711034,1.018801089,0.179099,0.143709,0.026124,-0.132567,0
790718,8.360949314,9.354004701,9.396033323,10.61255645,-16.3749,-0.5196509513,-9.677794166,-0.9930553872,-2.251607135,-1.216523125,32.3027647,102.7437883,0.2146952363,0.2813566965,0.5607553877,0.9429965674,0.9347294292,0.6467144141,-0.08279268555,0.826830891,1.080409422,0.232643,0.160855,-0.023606,0.017643,0
790734,8.457111707,9.385903196,9.434273964,10.60123998,-16.6108,0.2325896929,-9.60704778,-0.928791489,-2.144128274,-1.166966016,34.59563384,103.9125713,0.3433931635,0.2948165552,0.4266321397,0.7614389004,0.8217708298,0.8072289716,0.3491102617,0.7458725965,0.8600540093,0.718833,0.530759,-0.008003,-0.086956,0
791758,8.373476253,9.223255458,9.280665012,10.63432839,-16.1356,-0.1497553932,-9.857393256,-0.8497792059,-2.260852136,-1.353663377,10.66474688,85.78436722,0.3449176579,0.3680630219,0.5455348295,0.9188870389,0.8833476275,0.5599299259,0.03760850248,0.8955671238,1.00356897,0.142785,0.117874,0.003792,-0.114955,0
792567,8.676251818,9.277035888,9.374201385,10.6042058,-16.9929,-0.5740623695,-9.896805408,-0.6007840705,-1.927953979,-1.230004411,29.37361805,102.8034783,0.1020125067,0.1186491904,0.3545290714,0.6745183386,0.7242963475,0.7297186777,-0.04575617814,0.9535877955,1.114607015,0.657144,0.522692,-0.014794,-0.04779,0
795302,8.320246631,9.298415759,9.341839042,10.59628338,-16.1792,-1.054012222,-9.861950309,-0.9781691287,-2.27603675,-1.254444339,18.22340952,92.25097579,0.4997858285,0.3278703339,0.3472032514,0.9481640392,0.8986402061,0.4789668824,0.1064997979,0.8469389536,0.8936360063,0.401427,0.353879,0.022727,-0.071087,0
795537,8.436474372,9.264583071,9.324735389,10.58707751,-16.1433,-0.5597992251,-10.29273843,-0.8281086986,-2.150603135,-1.262342119,17.79240562,85.6007134,0.2208732979,0.2403516327,0.4650512301,0.8284584898,0.7398652148,0.50043172,0.0576248358,0.8870355815,1.096557316,0.288345,0.244327,0.012881,-0.046798,0
796662,8.34345895,9.390187167,9.427533595,10.55800948,-16.3298,-0.6618570728,-9.712832789,-1.046728217,-2.214550535,-1.130475889,16.62294637,113.9462331,0.495461194,0.3821448878,0.4173019471,0.9559891386,0.9208904278,0.5068688471,0.09474327339,0.9628059659,1.065975893,0.382428,0.336738,-0.022939,-0.002684,0
796708,8.233198088,9.284751081,9.32170197,10.57978587,-15.8278,-1.301066345,-9.806348631,-1.051552993,-2.346587782,-1.2580839,14.57334961,96.40207345,0.3891339389,0.1781187566,0.2267952886,0.9926050661,0.9685040995,0.335726166,-0.4121986311,0.5840252063,0.8223241763,0.181451,0.16268,0.002791,0.014915,0
797079,8.248989779,9.249257436,9.290625796,10.58371502,-15.7554,-0.6708460309,-10.08773561,-1.000267657,-2.334725237,-1.293089221,31.97711883,131.7636761,0.257329825,0.2874389017,0.5098284959,0.8775097711,0.7982854251,0.4952049655,-0.0258845811,0.8123943687,1.269602549,0.450153,0.39751,-0.015846,-0.043448,0
799843,8.349707899,9.137885252,9.203413835,10.57974252,-15.7254,-0.0130393882,-10.03438843,-0.7881773529,-2.230034623,-1.376328688,4.310257892,84.70981115,0.3117036674,0.4007550871,0.6499987681,0.87876814,0.8555176656,0.6137058917,-0.03150452961,0.9512072752,1.020281272,0.065017,0.053651,0.011556,-0.086863,0
801659,8.308097323,9.299190843,9.341400798,10.51409777,-16.1299,0.1814297311,-9.892598129,-0.99109352,-2.206000448,-1.172696973,20.37861468,96.16782659,0.2528626363,0.2430584189,0.4307166043,0.5937491795,0.6201458549,0.6538889037,0.1322336337,0.8562133934,1.05153278,0.376365,0.352893,0.011417,-0.013852,0
802044,8.251313235,9.27421691,9.313576643,10.51887215,-16.3676,0.09918987773,-9.642993701,-1.022903675,-2.267558917,-1.205295509,10.80949049,75.22266534,0.7006404492,0.3678460607,0.2585741045,0.9495919561,0.940774977,0.6393327548,0.09339668432,0.9621293861,0.9244770026,0.230291,0.230021,3e-05,-0.004477,0
802123,8.245147986,9.231930569,9.274541599,10.52934704,-15.879,-1.128164988,-9.803537675,-0.9867825837,-2.284199051,-1.254805438,12.84341798,45.79925763,0.8681028583,0.4714818259,0.2083961261,0.9738358454,0.9438178875,0.4681358057,-0.01075175445,0.8676112305,1.039535944,0.216662,0.184115,-0.008425,-0.105774,0
802137,8.392377149,9.247038204,9.303846227,10.54403561,-16.2851,-0.5744102666,-9.886627715,-0.8546610551,-2.151658463,-1.240189386,26.81925553,76.6452328,0.2103336468,0.2447357183,0.4890764479,0.9416953065,0.8544623936,0.4092539496,-0.04018456474,0.7950090499,1.054846038,0.571285,0.494548,0.02319,-0.046914,0
803293,8.333269756,9.364918579,9.40352753,10.5029562,-15.8189,0.2174922041,-9.911955455,-1.031648823,-2.169686447,-1.099428672,72.74372624,159.5865136,0.1846572149,0.2104062146,0.4522495109,0.2920754509,0.2823585451,0.4582351502,0.2056031165,0.7557884018,0.895803465,0.238445,0.196618,7.3e-05,0.004973,0
803535,8.333126542,9.167644544,9.226973177,10.54334762,-16.4618,-0.0184018979,-9.758928537,-0.8345180016,-2.210221076,-1.316374441,16.78639533,44.76537663,0.1091182424,0.2044292672,0.5967251947,0.840665838,0.8694111864,0.7660596145,0.06572836271,0.9075893654,0.9957274444,0.138083,0.065591,0.005659,0.003431,0
804137,8.249441572,9.056921085,9.119797445,10.55828267,-15.8222,0.2079520804,-10.01415812,-0.8074795131,-2.308841098,-1.438485225,5.368517056,59.4729628,0.4442229398,0.4666627606,0.5901832459,0.6301716418,0.3521948514,0.2882782274,-0.0591781806,1.036246298,1.019247647,0.104096,0.101121,-0.002592,-0.154858,0
804995,8.409481619,9.017175676,9.112964708,10.53916595,-16.0012,0.008409154021,-10.27625258,-0.6076940577,-2.129684331,-1.426201241,4.405352847,96.06831068,0.4718895897,0.402753936,0.4654945098,0.9797142714,0.9458883545,0.4194509059,0.07547148645,1.006168067,1.005826531,0.126196,0.105917,-0.037102,-0.11007,0
805712,8.224456542,9.07349444,9.130995855,10.5499511,-15.5968,0.04402325792,-9.887874742,-0.8490378985,-2.325494554,-1.418955241,60.98237845,108.1076446,0.05060854428,0.1313846095,0.5740323104,0.6720409758,0.5863360514,0.5056349442,0.2336477518,0.6370683117,0.9439292568,0.454926,0.413035,-0.005057,-0.021207,0
811018,8.303797191,9.099532522,9.164010471,10.50038404,-16.3088,-1.366788048,-9.543459916,-0.7957353306,-2.196586853,-1.336373574,15.29764575,24.79091643,0.2958275631,0.2822034662,0.4538406419,0.8745383798,0.7827004807,0.4763136594,-0.04218490702,1.000884187,1.19010711,0.478346,0.402356,-0.006809,-0.028948,0
818541,8.296253732,9.076023627,9.142739551,10.45409832,-15.9437,0.01113696745,-9.882769557,-0.7797698957,-2.157844585,-1.311358765,17.05769381,78.52406818,0.2466221194,0.2566143228,0.464048331,0.9200184766,0.8266015817,0.4330602406,-0.04492849368,0.9490749427,1.141257178,0.46707,0.384038,0.009316,-0.00943,0
819467,8.46094907,9.156025722,9.235858289,10.38684085,-16.3216,0.03382278818,-9.872930729,-0.6950766525,-1.925891777,-1.150982558,21.50737033,8.001002772,0.3830267011,0.1753474803,0.2260474196,0.3223966304,0.3550199812,0.5505532723,-0.3953504352,0.9711814537,1.236457274,0.607811,0.51177,-0.003384,-0.037138,0
820519,8.277290069,9.045150658,9.113582556,10.43982683,-15.7713,-0.1325382137,-9.846628177,-0.7678605892,-2.162536757,-1.326244271,18.58580755,63.92152124,0.0442309037,0.1219259967,0.5710343514,0.6585887769,0.6287313739,0.5821407616,-0.2161273025,0.9510727061,1.149466099,0.37086,0.311622,-0.016264,0.006128,0
823173,8.227901305,8.846391592,8.940064898,10.42681036,-14.9393,-0.01890233582,-10.6521271,-0.6184902869,-2.198909059,-1.486745467,13.20275789,57.95120202,0.3293975146,0.3326064311,0.5032237173,0.9727922567,0.7824142146,0.2101132119,0.09334933688,0.9917506221,1.144128392,0.269799,0.266295,0.012426,0.002372,0
824309,8.477429593,8.51851394,8.799487405,10.43494002,-15.7452,0.06063767891,-10.33910794,-0.04108434685,-1.957510424,-1.635452612,17.14083366,86.37474895,0.1260475746,0.1712225045,0.4576134868,0.9880137573,0.8046281253,0.1492555069,-0.1729197692,0.9275105637,1.232471371,0.274147,0.192776,-0.014027,0.002037,0
835553,8.253280168,9.053329497,9.117214782,10.3227542,-15.9809,-0.5379516415,-9.635640395,-0.800049329,-2.069474028,-1.205539413,26.09216377,68.66389476,0.2683990881,0.2571541586,0.4393357421,0.9248513177,0.8925151979,0.5640883449,0.07346382002,0.9084735961,1.089097095,0.519353,0.486708,-0.033774,-0.079558,0
111,8.544754899,8.138616641,8.688556327,10.47311273,-15.7853,2.111095812,-10.75029543,0.4061382582,-1.928357833,-1.784556405,20.89262142,28.66369405,0.2519209192,0.2639674429,0.4716019022,0.9292017749,0.8881617997,0.5334989528,0.08659539153,0.8308449844,0.9200040942,0.401599,0.353973,-0.014654,-0.080521,0
141,8.415234264,8.965894904,9.073582977,10.27731874,-16.4966,3.157171693,-9.609608369,-0.5506606405,-1.862084473,-1.20373576,29.78837962,93.01169682,0.4073568688,0.3322573322,0.4248983611,0.9336512186,0.8388155016,0.4107332624,-0.3886351856,0.753185159,1.486210704,0.423402,0.335212,0.026365,0.050457,0
154,8.479356878,8.618092689,8.855271294,10.25876377,-16.3707,2.385394276,-9.992500107,-0.1387358114,-1.779406894,-1.403492478,31.40742441,25.86997981,0.8250224755,0.3001862282,0.1449288963,0.4355683794,0.4017730333,0.4994435813,0.007290256555,0.8403333614,1.099028568,0.230925,0.191636,0.001024,0.000366,0
159,8.40741022,8.223314485,8.626074861,10.25678503,-15.7868,2.231625156,-10.34272391,0.1840957349,-1.849374812,-1.630710172,73.85462742,76.63523115,0.3617735395,0.2420003607,0.3312757579,0.9181653043,0.7883980799,0.3826149676,0.1535056154,0.8188499956,0.9804001858,0.451382,0.401348,0.002243,-0.012828,0
182,8.215310031,8.203850007,8.510647814,10.21176162,-15.1753,1.779192555,-10.40498676,0.01146002404,-1.996451593,-1.70111381,16.43526245,75.17564,0.3378287178,0.1805785412,0.2570407146,0.5661038147,0.4789361134,0.4776417343,-0.05991298652,0.9597641378,0.9913033382,0.223083,0.219254,-0.01903,0.008142,0
167429,8.469026643,8.379722591,8.727696031,10.47567882,-15.5417,3.21997177,-10.34398803,0.0893040517,-2.006652179,-1.747982791,9.8283015,73.79211758,0.1217143128,0.1473231569,0.4001132925,0.6831618677,0.617694519,0.534905597,0.2627642583,0.860189272,0.8456271182,0.081757,0.066666,-0.045197,-0.048528,0
167433,8.619383886,8.315797461,8.794624673,10.42081644,-16.2809,2.389411061,-10.43451083,0.303586425,-1.801432552,-1.626191765,9.722547516,66.82203669,0.7113105608,0.3738482034,0.256786346,0.9482577709,0.8746055792,0.4213835195,0.01778595284,0.7563968433,1.108048226,0.393972,0.33774,-0.004377,0.000687,0
167442,8.451062124,8.421169078,8.737402743,10.24856084,-15.7669,2.71607013,-10.25083014,0.02989304571,-1.797498712,-1.511158093,53.17595365,115.6642622,0.2465509275,0.279240509,0.5083709964,0.6004080334,0.6326167657,0.666383188,0.1766802885,0.8572268871,0.9241452447,0.688062,0.553825,-0.013223,-0.05075,0
184964,8.305906831,8.403895216,8.658688775,10.45038953,-15.5515,2.795973717,-10.06077681,-0.09798838546,-2.144482697,-1.791700752,19.47579519,19.96194574,0.1987584227,0.2422623696,0.5013474795,0.4175472264,0.472326091,0.6328993928,0.2012837871,0.818393003,1.087220919,0.454944,0.389817,0.014728,-0.054638,0
208831,8.716667185,8.759259966,9.039515515,10.5830048,-16.7337,2.809525848,-9.928999177,-0.04259278061,-1.866337618,-1.543489288,113.3384729,158.5231294,0.1941708669,0.2332736447,0.4887032206,0.171735663,0.2830485935,0.648110151,0.3203936055,0.6783311902,0.9565168197,0.605341,0.491827,0.015982,-0.005769,0
208839,8.708946935,8.398901301,8.882053728,10.3401474,-16.1267,2.604043678,-10.77540954,0.3100456335,-1.631200462,-1.458093668,26.22709743,14.82509663,0.4330817396,0.226488264,0.266045451,0.2590356015,0.3017346408,0.5352696694,0.0224996295,0.9377346795,1.10927481,0.375061,0.316242,-0.003682,-0.074528,0
208840,8.654676883,8.477244616,8.875989726,10.33151731,-16.3574,2.803270986,-10.76394967,0.1774322665,-1.676840422,-1.455527579,9.109401467,47.53176798,0.4016392842,0.2540932292,0.3206633688,0.7102669137,0.5220775651,0.3909544706,-0.332464638,0.9836285781,1.196269917,0.27288,0.237945,0.0177,-0.080431,0
229947,8.490126147,8.734593012,8.930368631,10.68595296,-16.317,2.782878491,-9.953486913,-0.2444668656,-2.195826811,-1.755584327,16.23604727,120.2348685,0.8659234217,0.4922893029,0.222547359,0.9198460979,0.908472441,0.6416491455,-0.2055766359,0.8197016645,0.8739883924,0.142494,0.134803,-0.000737,-0.043548,0
229960,8.642245249,8.229831587,8.78428694,10.27985968,-15.8879,2.351326602,-10.81224266,0.4124136619,-1.637614432,-1.495572741,18.31695455,18.97397417,0.1903111915,0.2096755581,0.4423209935,0.4995599863,0.48538637,0.5556603503,0.2470112327,0.749104624,1.018637738,0.119046,0.106996,-0.032121,-0.154077,0
229964,8.462844486,8.512338676,8.789326268,10.1843288,-16.038,3.363237168,-10.31439917,-0.04949419008,-1.721484317,-1.395002535,27476.60076,64666.14861,0.1154786515,0.1959010735,0.5528887519,0.9580300431,0.9057728407,0.4473787751,0.09065687715,0.8191397184,1.062304343,0.341759,0.328194,0.001868,-0.006752,0
242810,8.638574338,8.501082614,8.876276901,10.08083139,-15.9694,3.222066001,-10.37375179,0.1374917236,-1.44225705,-1.204554486,12.50028421,7.018827144,0.8507937115,0.3345022991,0.1486440714,0.4015422858,0.3877647025,0.513573095,0.2712393612,0.9798974986,0.9496165844,0.15709,0.121418,-0.040929,-0.087846,0
242830,8.452174274,8.092445496,8.609567126,9.788013617,-15.5903,4.086230888,-10.31065866,0.3597287785,-1.335839343,-1.178446492,18.06870599,21.32675388,0.3180221132,0.2631537174,0.3994380616,0.5711333581,0.3352777655,0.3083835561,0.182459903,0.8804498665,0.9529211776,0.155087,0.132041,-0.012167,-0.132523,0
253878,8.694866833,9.060198673,9.215895809,10.61642419,-16.8291,3.050689204,-10.11574204,-0.3653318395,-1.921557357,-1.400528381,48.28839931,80.85229188,0.1873193138,0.2476225835,0.532352688,0.6841911895,0.7495902781,0.7694024347,0.1966425446,0.6812486562,1.093379941,0.448689,0.348449,-0.01543,0.008117,0
264901,8.741068741,8.029279988,8.818139632,10.37190551,-16.0647,3.868422869,-10.64965505,0.7117887526,-1.630836766,-1.553765875,16.30860154,66.66876255,0.5515840542,0.405784008,0.4003115612,0.6169707246,0.6093231823,0.6054816045,0.1286915098,0.9707918096,0.9183995199,0.134755,0.060488,0.012072,-0.047345,0
275559,8.366422957,8.960002955,9.058622265,10.44491689,-15.9976,1.631345677,-10.00218537,-0.5935799981,-2.078493936,-1.386294628,34.82393049,72.23671201,0.143231648,0.2200942897,0.5518273751,0.8941912093,0.7135605393,0.3503566398,-0.04230389291,0.7770867606,1.081564246,0.465316,0.396706,-0.014563,-0.064143,0
275562,8.463269286,8.279434898,8.682037331,10.39018064,-15.8341,3.148423342,-10.51550531,0.1838343878,-1.92691135,-1.708143305,13.90135066,83.89629976,0.6455857452,0.4845600826,0.410429289,0.9680365861,0.8766341822,0.3310639267,0.2661223841,0.7901817155,0.8888577415,0.231856,0.190753,-0.00742,0.041266,0
282799,8.552429687,8.78994709,8.988257371,10.03837853,-16.2419,4.062071989,-10.27725659,-0.2375174029,-1.485948842,-1.050121158,36.99107006,51.79118024,0.3413631146,0.2253548348,0.3212915225,0.9534381599,0.7997585415,0.2944039061,0.3087351033,0.7895846003,1.01454053,0.301973,0.21963,-0.006061,-0.004461,0
289400,8.476874426,8.633783962,8.863407358,10.30575491,-16.0651,2.228407299,-10.21559966,-0.1569095356,-1.828880486,-1.442347554,31.15123461,46.34228626,0.517551638,0.3341674607,0.3423143087,0.8746650333,0.8301965941,0.5637338588,0.0437750743,0.7950981549,1.051805938,0.472278,0.403249,0.012577,-0.068393,0
289401,8.697090581,8.577684333,8.942508331,10.25825453,-16.2642,3.723996258,-10.60748923,0.119406248,-1.561163949,-1.315746199,64.86191723,109.7337596,0.3582262423,0.3594996861,0.5156577685,0.837376637,0.8639230348,0.7559617253,0.2563534101,0.7440240021,0.9962576081,0.369226,0.329633,-0.009782,0.025407,0
307504,8.432094285,8.670230035,8.868313743,10.2061955,-15.894,3.516067352,-10.30818387,-0.23813575,-1.774101211,-1.337881752,9.79030672,11.67787784,0.2591310177,0.2657558064,0.4661208647,0.8365802658,0.7779500514,0.5472238778,0.130156712,0.9413465433,0.9090263788,0.16375,0.115136,0.001456,0.009186,0
313703,8.631901875,8.59974045,8.917148802,10.32725528,-15.9253,2.923512733,-10.7305362,0.03216142528,-1.695353409,-1.410106482,17.42351671,91.07590255,0.1379113273,0.1980119871,0.5050716153,0.2164835714,0.3670320143,0.7506462401,0.3101602988,0.6480639222,1.05690811,0.091607,0.061174,-0.004163,-0.074945,0
324135,8.626687324,8.118052308,8.743959398,10.30689453,-15.9826,3.817992068,-10.45224953,0.5086350157,-1.680207205,-1.56293513,5.679460169,43.54846457,0.1589282135,0.1928965906,0.4522458537,0.9245416186,0.771722094,0.3466743446,-0.2477417558,1.031922548,1.117875369,0.186781,0.187699,0.005272,0.029141,0
333436,8.493505578,8.733659975,8.931005438,10.51322498,-15.9128,2.525979957,-10.3383913,-0.2401543972,-2.019719402,-1.582219542,32.29709688,75.23224638,0.5100281476,0.2282479984,0.2297807044,0.896601118,0.7173316174,0.349633113,0.04423265939,0.9391385796,1.12711871,0.208842,0.181994,-0.019406,-0.087087,0
333438,8.526331933,8.800748312,8.985893201,10.389297,-15.9409,2.529736595,-10.89115894,-0.274416379,-1.862965064,-1.403403797,48.58688956,32.84074201,0.3367116552,0.2932126896,0.4304527824,0.7310801489,0.6255546598,0.4862943178,0.04589305678,0.8653820304,1.026011758,0.634044,0.491737,-0.002968,-0.064548,0
333439,8.601458101,8.671086021,8.938695945,10.33686096,-16.3381,2.89049385,-10.34522398,-0.06962792018,-1.735402856,-1.398165012,57.23959816,67.60705814,0.2451359325,0.2204935019,0.3966880136,0.9656343411,0.9242973752,0.4568526444,0.06203581659,0.8723153128,1.000297558,0.31706,0.200999,0.058794,-0.15542,0
338452,8.446386226,8.932622198,9.055300126,10.40793382,-16.2486,3.09755842,-9.910830089,-0.4862359713,-1.961547593,-1.352633693,26.61196298,99.64906051,0.467512062,0.3841313177,0.444023019,0.8802626852,0.8438412928,0.5799953528,0.1676639212,0.8682738215,0.959492707,0.325766,0.313157,0.007304,-0.071597,0
338458,8.238324152,8.182460046,8.512319714,9.986715129,-15.5003,3.408396326,-10.14206781,0.0558641062,-1.748390977,-1.474395415,30.14880298,40.99673611,0.4239060556,0.2717542424,0.329190731,0.8339935833,0.7763516531,0.5495310632,0.1196195623,0.8508569819,1.060340977,0.250511,0.222824,0.042019,-0.161181,0
342460,8.226035729,8.390774584,8.617199967,10.04326904,-15.726,3.877234277,-10.02354741,-0.164738855,-1.817233307,-1.426069069,24.95285322,37.29258851,0.2530799292,0.2177548081,0.3832874401,0.6525255052,0.5302809618,0.4564193903,-0.01146403344,0.9040747212,0.9625630276,0.339574,0.325236,-0.000784,-0.011132,0
342461,8.658187617,8.434255807,8.861527622,9.917032323,-16.1958,4.477006506,-10.38077554,0.2239318094,-1.258844707,-1.055504701,29.28229842,20.18083135,0.4285005043,0.3039482949,0.3684520968,0.3301539731,0.3611584683,0.5516658691,0.4005544332,0.8131848348,0.8734890646,0.369441,0.338645,-0.003872,-0.048517,0
342463,8.371146608,8.258924211,8.619680171,9.926297127,-15.5166,2.464652509,-11.01343087,0.1122223968,-1.55515052,-1.306616956,16.9014472,15.95529906,0.6351340765,0.2619245147,0.2057041313,0.9846345313,0.9084108815,0.2714312336,0.04931246333,0.8069749399,1.052039408,0.194448,0.163332,0.003681,0.020789,0
345887,8.238359786,8.713039271,8.838589738,10.07211563,-16.3737,3.437563038,-9.768369974,-0.4746794845,-1.833755846,-1.233525895,24.15953362,81.76755463,0.2433063798,0.2425131536,0.4408395409,0.05902546467,0.1072560698,0.4307285105,0.1289738244,0.8913284767,1.071013081,0.356029,0.321854,0.005602,-0.020639,0
358619,8.6170659,8.292432291,8.785430954,9.88932001,-16.3205,3.163432858,-10.75775764,0.3246336085,-1.27225411,-1.103889056,11.2897276,18.30097687,0.8255476207,0.4902759749,0.2585872416,0.9701634594,0.867637969,0.3060287776,-0.2151258732,0.9200149393,1.169629607,0.244662,0.215255,0.006256,0.00495,0
360930,8.797043157,8.185730442,8.892118329,10.17673852,-16.2179,2.934366709,-10.61974046,0.611312715,-1.37969536,-1.284620188,4.300147218,12.87682918,0.1005246656,0.1415092465,0.427597937,0.4259086274,0.3310783835,0.4073555962,-0.07611009951,0.9475888592,1.097305881,0.260891,0.226422,0.002555,0.033904,0
368855,8.363120322,8.799741836,8.935165047,9.982286655,-16.0551,3.005239065,-10.1162157,-0.436621514,-1.619166333,-1.047121608,14.05837188,38.45538124,0.9017693052,0.3668721559,0.1301610311,0.9502478324,0.7948788255,0.2997544738,-0.1793972644,0.9977671718,1.135294621,0.298335,0.24454,0.007913,-0.136218,0
368856,8.662033045,8.146612469,8.777708917,9.98147754,-15.9302,4.085260223,-10.82242492,0.5154205764,-1.319444495,-1.203768624,30.66320724,46.60089653,0.4122794548,0.324102499,0.409044678,0.6196882882,0.5687899277,0.5417616492,0.09350731074,0.8189691708,0.9689039041,0.519947,0.438951,-0.011347,-0.06998,0
